datetime,band_14_bt,band_15_bt,bt_diff,nsat,hi,rh
2025-03-02 07:50:00,16.521687000000043,18.081835000000012,-1.5601479999999697,25.48,26.68,77.86
2025-03-02 08:00:00,30.639342,0.7197740000000294,29.91956799999997,25.71,27.01,75.5
2025-03-02 08:10:00,6.621730000000014,0.88811400000003,5.733615999999984,25.94,27.36,74.46
2025-03-02 08:20:00,30.09765200000004,-16.42134299999998,46.51899500000002,26.27,27.86,73.35
2025-03-02 08:30:00,5.0017010000000255,0.7697459999999978,4.231955000000028,26.78,28.63,71.87
2025-03-02 08:40:00,23.51145600000001,8.010168000000021,15.501287999999988,27.69,29.86,68.06
2025-03-02 08:50:00,29.429005000000018,5.900326000000007,23.52867900000001,28.42,30.75,64.94
2025-03-02 09:00:00,-4.871340999999973,-7.3648339999999735,2.493493000000001,28.35,30.65,65.06
2025-03-02 09:10:00,7.218917000000033,4.289388000000031,2.9295290000000023,28.65,31.0,63.81
2025-03-02 09:20:00,71.25293300000004,28.288429000000008,42.964504000000034,29.22,31.57,60.96
2025-03-02 09:30:00,3.1145420000000286,25.010294000000044,-21.895752000000016,29.37,31.8,60.76
2025-03-02 09:40:00,40.42171300000001,-5.871501999999964,46.293214999999975,29.35,31.74,60.61
2025-03-02 09:50:00,27.47466300000002,-5.4043929999999705,32.87905599999999,30.02,32.45,57.83
2025-03-02 10:00:00,7.271591000000001,4.871365000000026,2.400225999999975,29.96,32.46,58.46
2025-03-02 10:10:00,25.960552000000007,12.603363000000002,13.357189000000005,30.74,33.66,57.21
2025-03-02 10:20:00,-3.092745999999977,-19.639796999999987,16.54705100000001,30.45,33.21,57.62
2025-03-02 10:30:00,28.229378999999994,-18.80894699999999,47.038325999999984,30.28,32.81,57.24
2025-03-02 10:40:00,18.72158300000001,4.506518000000028,14.215064999999981,30.35,32.65,55.82
2025-03-02 10:50:00,8.843499000000008,12.313135000000045,-3.469636000000037,31.59,34.37,53.25
2025-03-02 11:00:00,-6.577342999999985,-19.268380999999977,12.691037999999992,32.2,35.12,51.55
2025-03-02 11:10:00,-5.231813999999986,25.414248000000043,-30.64606200000003,31.55,34.07,52.27
2025-03-02 11:20:00,19.042254000000014,-11.735567000000003,30.777821000000017,30.93,33.18,53.33
2025-03-02 11:30:00,-9.670636000000002,-15.914716999999996,6.244080999999994,30.96,33.41,54.16
2025-03-02 11:40:00,16.206072000000006,-8.686045999999976,24.892117999999982,30.86,33.35,54.74
2025-03-02 11:50:00,26.688277000000028,-3.4338409999999726,30.122118,31.32,33.89,53.36
2025-03-02 12:00:00,14.359478000000024,-11.251226999999972,25.610704999999996,31.36,34.03,53.62
2025-03-02 12:10:00,-10.16621699999996,18.271505000000047,-28.437722000000008,31.67,34.49,53.05
2025-03-02 12:20:00,-1.430279999999982,-14.914466000000004,13.484186000000022,31.41,34.05,53.3
2025-03-02 12:30:00,6.507738000000018,-16.439708999999993,22.94744700000001,31.73,34.42,52.37
2025-03-02 12:40:00,14.148893000000044,37.113023,-22.964129999999955,32.02,35.01,52.45
2025-03-02 12:50:00,-1.0646769999999606,13.688557000000003,-14.753233999999964,32.69,35.63,49.81
2025-03-02 13:00:00,21.660896000000037,-13.225053000000003,34.88594900000004,32.38,35.22,50.53
2025-03-02 13:10:00,23.745002,4.9254680000000235,18.819533999999976,32.01,34.75,51.51
2025-03-02 13:20:00,-6.238438999999971,30.760805000000005,-36.999243999999976,32.43,35.19,50.05
2025-03-02 13:30:00,31.14710500000001,40.13236900000004,-8.98526400000003,32.74,35.78,50.02
2025-03-02 13:40:00,5.2840400000000045,24.113224000000002,-18.829183999999998,32.06,34.86,51.57
2025-03-02 13:50:00,-23.230939999999975,-19.70647299999999,-3.524466999999987,32.5,35.37,50.24
2025-03-02 14:00:00,-16.116813999999977,-26.02926999999997,9.912455999999992,32.55,35.49,50.32
2025-03-02 14:10:00,-10.786328999999967,22.71750400000002,-33.503832999999986,32.21,34.96,50.83
2025-03-02 14:20:00,-6.919403999999986,-19.684273999999988,12.764870000000002,32.92,36.03,49.66
2025-03-02 14:30:00,54.35928100000001,5.72143200000005,48.63784899999996,32.46,35.52,51.08
2025-03-02 14:40:00,20.020014000000003,-5.505003999999985,25.52501799999999,32.86,35.84,49.38
2025-03-02 14:50:00,-3.5490669999999795,-0.2506389999999783,-3.2984280000000012,32.65,35.77,50.61
2025-03-02 15:00:00,38.67285700000002,16.430299000000048,22.242557999999974,32.17,34.86,50.75
2025-03-02 15:10:00,-7.53598199999999,-23.273451999999963,15.737469999999973,32.07,34.88,51.53
2025-03-02 15:20:00,-2.443685999999957,38.91035800000003,-41.35404399999999,32.29,35.07,50.63
2025-03-02 15:30:00,11.73433,-3.219795999999974,14.954125999999974,32.0,35.02,52.62
2025-03-02 15:40:00,34.78949800000004,-6.179004999999961,40.968503,32.05,34.62,50.71
2025-03-02 15:50:00,-39.96494299999998,1.725527999999997,-41.690470999999974,32.34,35.07,50.27
2025-03-02 16:00:00,26.432628000000022,9.128602999999998,17.304025000000024,32.47,35.44,50.72
2025-03-02 16:10:00,32.046043999999995,35.32774800000004,-3.2817040000000475,32.18,35.15,51.76
2025-03-02 16:20:00,7.8885420000000295,18.791746000000046,-10.903204000000017,32.17,35.38,52.74
2025-03-02 16:30:00,25.80875500000002,3.4923520000000394,22.31640299999998,31.65,34.43,52.96
2025-03-02 16:40:00,26.271067000000016,-21.89307899999997,48.16414599999999,31.52,34.39,53.82
2025-03-02 16:50:00,14.447641000000033,-5.532692999999995,19.980334000000028,31.52,34.43,54.02
2025-03-02 17:00:00,-12.49143799999996,-25.044321999999966,12.552884000000006,31.11,33.88,55.04
2025-03-02 17:10:00,7.291912000000025,-18.134241999999972,25.426153999999997,30.91,33.75,56.13
2025-03-02 17:20:00,14.261463000000049,-3.2621839999999906,17.52364700000004,30.84,33.82,57.02
2025-03-02 17:30:00,10.716274999999996,17.601310000000012,-6.885035000000016,30.76,33.61,56.79
2025-03-02 17:40:00,11.593045000000018,-27.966946999999976,39.559991999999994,30.47,33.21,57.54
2025-03-02 17:50:00,6.401071000000002,-19.271473999999984,25.672544999999985,30.18,32.9,58.59
2025-03-03 06:00:00,-4.698654999999974,20.335126000000002,-25.033780999999976,21.56,20.1,88.96
2025-03-03 06:10:00,9.504044000000022,5.728595000000041,3.7754489999999805,21.45,19.93,89.21
2025-03-03 06:20:00,6.1121650000000045,-23.123411999999973,29.235576999999978,21.31,19.6,89.99
2025-03-03 06:30:00,3.1946159999999963,7.312388999999996,-4.117773,21.33,19.65,89.86
2025-03-03 06:40:00,12.262562000000003,-20.935583999999977,33.19814599999998,21.52,20.1,88.78
2025-03-03 06:50:00,2.7431020000000217,24.788205000000005,-22.045102999999983,21.86,20.6,88.19
2025-03-03 07:00:00,17.860491000000025,-0.33643599999999196,18.196927000000017,22.42,21.66,85.96
2025-03-03 07:10:00,3.363618000000031,7.463377000000037,-4.099759000000006,23.15,23.08,82.0
2025-03-03 07:20:00,21.740566,-16.432729999999992,38.17329599999999,24.13,24.54,80.14
2025-03-03 07:30:00,-5.568802000000005,8.541522000000043,-14.110324000000048,25.05,26.04,71.99
2025-03-03 07:40:00,11.506691000000046,37.86004300000002,-26.353351999999973,26.1,27.37,68.35
2025-03-03 07:50:00,-15.752148999999974,-1.812010999999984,-13.94013799999999,26.93,28.2,62.85
2025-03-03 08:00:00,-36.05589999999998,-14.659050999999977,-21.396849000000003,27.35,28.75,62.52
2025-03-03 08:10:00,19.52136200000001,-13.49051099999997,33.01187299999998,28.03,29.55,60.54
2025-03-03 08:20:00,3.637010000000032,-2.3325329999999553,5.969542999999987,28.02,29.32,58.52
2025-03-03 08:30:00,19.01437100000004,-34.64960599999998,53.66397700000002,28.48,30.01,58.58
2025-03-03 08:40:00,-5.041179999999997,20.387084000000016,-25.428264000000013,28.43,29.88,58.2
2025-03-03 08:50:00,22.853396000000032,11.852251000000024,11.001145000000008,28.82,30.42,57.85
2025-03-03 09:00:00,34.17677600000002,12.619730000000004,21.557046000000014,29.57,31.34,55.92
2025-03-03 09:10:00,23.77290000000005,-13.811908999999957,37.58480900000001,29.9,31.55,53.95
2025-03-03 09:20:00,5.143304999999998,1.4417310000000043,3.7015739999999937,29.41,31.0,55.4
2025-03-03 09:30:00,36.36601400000001,-8.828958,45.19497200000001,29.97,31.65,53.92
2025-03-03 09:40:00,9.914021000000048,5.363187000000039,4.550834000000009,29.87,31.54,54.21
2025-03-03 09:50:00,32.49416500000001,-13.809578999999985,46.303743999999995,30.25,32.1,53.81
2025-03-03 10:00:00,10.609022000000039,25.881564000000026,-15.272541999999987,29.78,31.42,54.44
2025-03-03 10:10:00,-6.197614999999985,-12.006898999999976,5.809283999999991,30.18,32.02,54.07
2025-03-03 10:20:00,-16.533772,-2.698716999999988,-13.835055000000011,30.26,32.03,53.4
2025-03-03 10:30:00,5.703671000000043,-4.798951999999986,10.502623000000028,30.94,33.2,53.37
2025-03-03 10:40:00,48.162293000000034,-17.252203999999978,65.41449700000001,30.7,32.57,52.35
2025-03-03 10:50:00,62.05134000000004,-1.8688310000000001,63.92017100000004,31.26,33.31,51.2
2025-03-03 11:00:00,12.745029000000045,18.70101900000003,-5.955989999999986,30.8,32.78,52.5
2025-03-03 11:10:00,-23.12940199999997,-38.809916999999984,15.680515000000014,31.18,33.39,52.24
2025-03-03 11:20:00,-17.85037699999998,-12.179161999999963,-5.671215000000018,31.87,34.09,49.87
2025-03-03 11:30:00,29.98808200000002,32.651342,-2.6632599999999798,32.47,35.41,50.63
2025-03-03 11:40:00,-10.946837999999957,4.217692999999997,-15.164530999999954,32.03,34.44,50.11
2025-03-03 11:50:00,4.485721000000012,17.966498,-13.48077699999999,31.73,34.34,51.98
2025-03-03 12:00:00,-38.25310699999997,33.680161,-71.93326799999997,31.5,33.86,51.75
2025-03-03 12:10:00,0.47957300000001624,-2.6652770000000032,3.1448500000000195,31.96,34.38,50.36
2025-03-03 12:20:00,-27.60012499999999,4.92790100000002,-32.52802600000001,32.72,35.4,48.75
2025-03-03 12:30:00,-36.74692299999998,5.81564800000001,-42.56257099999999,32.8,35.42,48.25
2025-03-03 12:40:00,-0.6546029999999519,-13.704640999999981,13.05003800000003,32.88,35.75,48.9
2025-03-03 12:50:00,0.6260750000000144,-5.1732339999999795,5.799308999999994,33.07,35.62,47.1
2025-03-03 13:00:00,32.66426200000001,12.42739400000005,20.23686799999996,32.54,35.27,49.55
2025-03-03 13:10:00,32.600768000000016,-11.910067999999967,44.51083599999998,33.21,35.97,47.38
2025-03-03 13:20:00,10.375990999999999,17.02727600000003,-6.65128500000003,33.08,35.91,48.08
2025-03-03 13:30:00,-32.484827999999965,-19.035143999999974,-13.44968399999999,33.22,36.21,48.21
2025-03-03 13:40:00,-17.29684899999998,-1.4807739999999967,-15.816074999999984,33.24,36.07,47.59
2025-03-03 13:50:00,8.870428000000004,-27.502903999999972,36.37333199999998,33.1,35.71,47.25
2025-03-03 14:00:00,-9.35005799999999,6.705917999999997,-16.055975999999987,33.3,36.12,47.33
2025-03-03 14:10:00,-11.955041999999992,0.8236980000000358,-12.778740000000028,33.31,36.35,48.08
2025-03-03 14:20:00,-52.31394599999999,-1.8014459999999985,-50.51249999999999,33.22,36.1,47.76
2025-03-03 14:30:00,24.116960000000006,11.345218000000045,12.77174199999996,32.89,35.71,48.71
2025-03-03 14:40:00,-32.24801099999999,25.204357000000016,-57.45236800000001,32.94,35.6,47.96
2025-03-03 14:50:00,13.357524000000012,-6.454662999999982,19.812186999999994,32.33,34.98,49.99
2025-03-03 15:00:00,-2.2118449999999825,3.9866310000000453,-6.198476000000028,32.01,34.21,49.3
2025-03-03 15:10:00,-3.334780999999964,-4.02846599999998,0.6936850000000163,31.82,33.89,49.35
2025-03-03 15:20:00,13.278525000000002,-14.858681999999988,28.13720699999999,31.88,34.28,50.59
2025-03-03 15:30:00,12.796288000000004,23.11773800000003,-10.321450000000027,31.47,33.79,51.72
2025-03-03 15:40:00,20.506286000000046,-4.527529999999956,25.033816,32.05,34.7,50.98
2025-03-03 15:50:00,16.965272000000027,10.526763000000017,6.4385090000000105,31.73,34.21,51.4
2025-03-03 16:00:00,32.847707000000014,-4.975395999999989,37.823103,32.05,34.97,52.07
2025-03-03 16:10:00,37.04735900000003,24.10399000000001,12.943369000000018,31.2,33.8,53.94
2025-03-03 16:20:00,-23.373594999999966,-9.065662999999972,-14.307931999999994,30.67,32.92,54.29
2025-03-03 16:30:00,31.442154000000016,-23.97820999999999,55.420364000000006,30.6,32.63,53.5
2025-03-03 16:40:00,-8.438954999999964,3.0583540000000085,-11.497308999999973,30.73,32.73,52.86
2025-03-03 16:50:00,19.40882000000005,22.846865000000037,-3.4380449999999882,30.33,32.13,53.34
2025-03-03 17:00:00,1.7991250000000036,-4.889173999999969,6.688298999999972,29.89,31.73,55.17
2025-03-03 17:10:00,47.295863999999995,18.94875300000001,28.347110999999984,29.71,31.54,55.79
2025-03-03 17:20:00,13.455326000000014,5.891868000000045,7.563457999999969,29.6,31.55,56.92
2025-03-03 17:30:00,1.9959699999999998,-15.213281999999992,17.209251999999992,29.33,31.87,61.55
2025-03-03 17:40:00,1.2233810000000176,2.110293000000013,-0.8869119999999953,28.79,31.29,64.02
2025-03-03 17:50:00,21.247027000000003,-17.88263999999998,39.12966699999998,28.51,31.0,65.49
2025-03-04 06:00:00,-9.247674999999958,16.801905000000033,-26.04957999999999,23.08,22.29,87.72
2025-03-04 06:10:00,0.7925910000000158,-4.49059699999998,5.2831879999999956,23.09,22.13,88.92
2025-03-04 06:20:00,2.051746000000037,10.66367600000001,-8.611929999999973,23.13,22.22,88.72
2025-03-04 06:30:00,-23.06625999999997,-18.40932399999997,-4.656936000000002,23.26,22.46,88.43
2025-03-04 06:40:00,-0.3947939999999903,-8.51651099999998,8.12171699999999,23.35,22.62,88.36
2025-03-04 06:50:00,14.394798000000037,20.443449000000044,-6.048651000000007,23.49,22.92,87.74
2025-03-04 07:00:00,-2.504265999999973,3.0445020000000227,-5.5487679999999955,23.72,23.44,86.37
2025-03-04 07:10:00,46.282554000000005,-40.165002999999984,86.44755699999999,23.96,23.92,85.3
2025-03-04 07:20:00,26.31731400000001,-7.114264999999989,33.431579,24.27,24.45,84.99
2025-03-04 07:30:00,2.985342000000003,-9.643906999999956,12.629248999999959,24.55,24.99,84.14
2025-03-04 07:40:00,2.8644580000000133,16.99577000000005,-14.131312000000037,24.9,25.71,80.11
2025-03-04 07:50:00,-7.6941549999999665,-4.210811999999976,-3.4833429999999908,25.34,26.44,78.6
2025-03-04 08:00:00,16.534784000000002,-2.7423299999999813,19.277113999999983,25.79,27.17,76.12
2025-03-04 08:10:00,-26.095924999999966,-13.35601399999996,-12.739911000000006,26.06,27.55,74.07
2025-03-04 08:20:00,39.71145100000001,-5.965441999999996,45.67689300000001,26.42,28.03,71.91
2025-03-04 08:30:00,-5.620591999999988,-29.48797399999998,23.867381999999992,27.48,29.62,69.27
2025-03-04 08:40:00,-15.314855999999963,15.681092000000035,-30.995948,28.0,30.52,68.87
2025-03-04 08:50:00,-16.847077999999954,-11.141012999999987,-5.706064999999967,28.58,31.01,64.7
2025-03-04 09:00:00,-19.978458999999987,-9.711388,-10.267070999999987,28.85,31.32,63.58
2025-03-04 09:10:00,19.035347,-41.16676499999997,60.20211199999997,29.32,31.73,60.83
2025-03-04 09:20:00,1.991228000000035,-21.817909999999983,23.80913800000002,29.4,31.96,61.28
2025-03-04 09:30:00,-1.0605529999999703,18.493286000000012,-19.553838999999982,29.52,31.99,60.26
2025-03-04 09:40:00,3.9248270000000502,-7.252493999999956,11.177321000000006,30.66,33.64,57.76
2025-03-04 09:50:00,11.004846000000043,-3.4829819999999927,14.487828000000036,30.72,33.49,56.58
2025-03-04 10:00:00,2.5873860000000377,-2.1075950000000034,4.694981000000041,30.27,32.83,57.49
2025-03-04 10:10:00,-23.01259699999997,11.374210000000005,-34.386806999999976,30.1,32.77,58.69
2025-03-04 10:20:00,22.907771000000025,-32.65305799999999,55.56082900000001,30.01,32.7,59.25
2025-03-04 10:30:00,29.692543,-32.90603699999997,62.59857999999997,30.52,33.04,56.28
2025-03-04 10:40:00,-4.435157000000004,10.854777000000013,-15.289934000000017,30.63,33.48,57.35
2025-03-04 10:50:00,0.16886600000003682,-0.6118119999999863,0.7806780000000231,30.94,33.76,55.92
2025-03-04 11:00:00,13.044406000000038,0.2018690000000447,12.842536999999993,31.23,33.98,54.49
2025-03-04 11:10:00,12.852739000000042,6.169358000000045,6.683380999999997,31.78,34.59,52.62
2025-03-04 11:20:00,1.5063800000000356,-3.238999999999976,4.7453800000000115,32.13,34.88,51.15
2025-03-04 11:30:00,10.483377000000019,23.519046000000003,-13.035668999999984,32.9,35.39,50.17
2025-03-04 11:40:00,-3.1559949999999617,4.71387500000003,-7.869869999999992,32.97,36.04,49.37
2025-03-04 11:50:00,30.25763500000005,-25.68933499999997,55.94697000000002,32.9,35.89,49.26
2025-03-04 12:00:00,51.759010000000046,3.457678000000044,48.301332,32.61,35.21,48.87
2025-03-04 12:10:00,1.0150280000000294,5.8890480000000025,-4.874019999999973,32.27,34.76,49.56
2025-03-04 12:20:00,27.068393000000015,9.36526200000003,17.703130999999985,32.6,35.37,49.49
2025-03-04 12:30:00,-19.683254999999974,-13.31033599999995,-6.372919000000024,33.22,36.19,48.09
2025-03-04 12:40:00,31.02376400000003,-4.5740749999999935,35.59783900000002,32.2,34.7,49.9
2025-03-04 12:50:00,5.73395000000005,-18.743401999999975,24.477352000000025,32.61,35.37,49.41
2025-03-04 13:00:00,7.542338000000029,21.19394600000004,-13.65160800000001,33.0,35.97,48.86
2025-03-04 13:10:00,16.106627000000003,18.504683,-2.398055999999997,33.34,36.94,49.84
2025-03-04 13:20:00,6.783228000000008,-22.854835999999978,29.638063999999986,33.83,37.61,48.71
2025-03-04 13:30:00,21.442442000000028,8.787568000000022,12.654874000000007,33.46,36.91,48.95
2025-03-04 13:40:00,14.374746000000016,-23.390840999999966,37.76558699999998,33.26,36.58,49.2
2025-03-04 13:50:00,35.88460300000003,5.053885000000037,30.83071799999999,32.78,36.1,50.93
2025-03-04 14:00:00,20.21269700000005,-13.850062999999977,34.062760000000026,32.44,35.62,51.67
2025-03-04 14:10:00,2.873676000000046,3.671785,-0.798108999999954,33.56,37.17,49.13
2025-03-04 14:20:00,-8.394882999999993,-22.34872699999997,13.953843999999975,33.27,36.5,48.82
2025-03-04 14:30:00,-21.280703999999986,12.667541000000028,-33.948245000000014,33.24,36.59,49.34
2025-03-04 14:40:00,-3.804788999999971,19.239559000000042,-23.044348000000014,33.62,36.95,47.97
2025-03-04 14:50:00,-11.639170999999976,36.043698000000006,-47.68286899999998,33.35,36.71,49.0
2025-03-04 15:00:00,-19.567026999999968,20.47679000000005,-40.04381700000002,32.44,35.76,52.11
2025-03-04 15:10:00,11.66731900000002,-8.774086999999952,20.441405999999972,32.67,35.98,51.3
2025-03-04 15:20:00,3.5558070000000157,-45.020520999999974,48.57632799999999,33.14,36.59,50.03
2025-03-04 15:30:00,-1.7057810000000018,-16.62044199999997,14.914660999999967,33.12,36.54,50.05
2025-03-04 15:40:00,30.591628000000014,30.74908700000003,-0.1574590000000171,31.92,35.04,53.33
2025-03-04 15:50:00,16.337230000000034,33.16014200000001,-16.822911999999974,31.82,35.04,54.1
2025-03-04 16:00:00,37.35866800000002,-7.11253099999999,44.47119900000001,31.25,34.33,55.77
